Title: "Bad Song"
Artist: "Matthew"
BPM: 90
Stems: "example_song/drums", "example_song/pad", "example_song/sax"
// song bars begin at 0
Offset: 0

// there are 8 notes / bar maximum 
Precision: 16

// song ends on the last beat
Tail: 0

// main chord pad, repeating 3 notes for 8 times
// PadIndex, StemIndex, OffsetMS, Bar, Fraction

// EX: 
// first pad, first stem, no offset, first bar, first note
//EasyNote: 0, 0, 0, 0, 0
// first pad, first stem, no offset, first bar, 6th note
//EasyNote: 0, 0, 0, 0, 6
// first pad, first stem, no offset, fourth bar, second note
//EasyNote: 0, 0, 0, 3, 2
// this becomes...
//
// bar/beat|bar/beat|bar/beat|bar/beat
// o.....o.|........|........|..o.....

// Kick
EasyNote: 0, 0, 0, 0, 0
EasyNote: 0, 0, 0, 0, 3
EasyNote: 0, 0, 0, 0, 6

EasyNote: 0, 0, 0, 1, 0
EasyNote: 0, 0, 0, 1, 3
EasyNote: 0, 0, 0, 1, 6

EasyNote: 0, 0, 0, 2, 0
EasyNote: 0, 0, 0, 2, 3
EasyNote: 0, 0, 0, 2, 6

EasyNote: 0, 0, 0, 3, 0
EasyNote: 0, 0, 0, 3, 3
EasyNote: 0, 0, 0, 3, 6

EasyNote: 0, 0, 0, 4, 0
EasyNote: 0, 0, 0, 4, 3
EasyNote: 0, 0, 0, 4, 6

EasyNote: 0, 0, 0, 5, 0
EasyNote: 0, 0, 0, 5, 3
EasyNote: 0, 0, 0, 5, 6

EasyNote: 0, 0, 0, 6, 0
EasyNote: 0, 0, 0, 6, 3
EasyNote: 0, 0, 0, 6, 6

EasyNote: 0, 0, 0, 7, 0
EasyNote: 0, 0, 0, 7, 3
EasyNote: 0, 0, 0, 7, 6

EasyNote: 0, 0, 0, 8, 0
EasyNote: 0, 0, 0, 8, 3
EasyNote: 0, 0, 0, 8, 6

EasyNote: 0, 0, 0, 9, 0
EasyNote: 0, 0, 0, 9, 3
EasyNote: 0, 0, 0, 9, 6

EasyNote: 0, 0, 0, 10, 0
EasyNote: 0, 0, 0, 10, 3
EasyNote: 0, 0, 0, 10, 6

EasyNote: 0, 0, 0, 11, 0
EasyNote: 0, 0, 0, 11, 3
EasyNote: 0, 0, 0, 11, 6

EasyNote: 0, 0, 0, 12, 0
EasyNote: 0, 0, 0, 12, 3
EasyNote: 0, 0, 0, 12, 6

EasyNote: 0, 0, 0, 13, 0
EasyNote: 0, 0, 0, 13, 3
EasyNote: 0, 0, 0, 13, 6

EasyNote: 0, 0, 0, 13, 0
EasyNote: 0, 0, 0, 13, 3
EasyNote: 0, 0, 0, 13, 6

EasyNote: 0, 0, 0, 14, 0
EasyNote: 0, 0, 0, 14, 3
EasyNote: 0, 0, 0, 14, 6

EasyNote: 0, 0, 0, 15, 0
EasyNote: 0, 0, 0, 15, 3
EasyNote: 0, 0, 0, 15, 6

EasyNote: 0, 0, 0, 16, 0
EasyNote: 0, 0, 0, 16, 3
EasyNote: 0, 0, 0, 16, 6

EasyNote: 0, 0, 0, 17, 0
EasyNote: 0, 0, 0, 17, 3
EasyNote: 0, 0, 0, 17, 6

EasyNote: 0, 0, 0, 18, 0
EasyNote: 0, 0, 0, 18, 3
EasyNote: 0, 0, 0, 18, 6

EasyNote: 0, 0, 0, 19, 0
EasyNote: 0, 0, 0, 19, 3
EasyNote: 0, 0, 0, 19, 6

EasyNote: 0, 0, 0, 20, 0
EasyNote: 0, 0, 0, 20, 3
EasyNote: 0, 0, 0, 20, 6

EasyNote: 0, 0, 0, 21, 0
EasyNote: 0, 0, 0, 21, 3
EasyNote: 0, 0, 0, 21, 6

EasyNote: 0, 0, 0, 22, 0
EasyNote: 0, 0, 0, 22, 3
EasyNote: 0, 0, 0, 22, 6

EasyNote: 0, 0, 0, 23, 0
EasyNote: 0, 0, 0, 23, 3
EasyNote: 0, 0, 0, 23, 6

EasyNote: 0, 0, 0, 24, 0
EasyNote: 0, 0, 0, 24, 3
EasyNote: 0, 0, 0, 24, 6

EasyNote: 0, 0, 0, 25, 0
EasyNote: 0, 0, 0, 25, 3
EasyNote: 0, 0, 0, 25, 6

// Snare

EasyNote: 1, 0, 0, 0, 4
EasyNote: 1, 0, 0, 1, 4
EasyNote: 1, 0, 0, 2, 4
EasyNote: 1, 0, 0, 3, 4
EasyNote: 1, 0, 0, 4, 4
EasyNote: 1, 0, 0, 5, 4
EasyNote: 1, 0, 0, 6, 4
EasyNote: 1, 0, 0, 7, 4
EasyNote: 1, 0, 0, 8, 4
EasyNote: 1, 0, 0, 9, 4
EasyNote: 1, 0, 0, 10, 4
EasyNote: 1, 0, 0, 11, 4
EasyNote: 1, 0, 0, 12, 4
EasyNote: 1, 0, 0, 13, 4
EasyNote: 1, 0, 0, 14, 4
EasyNote: 1, 0, 0, 15, 4
EasyNote: 1, 0, 0, 16, 4
EasyNote: 1, 0, 0, 17, 4
EasyNote: 1, 0, 0, 18, 4
EasyNote: 1, 0, 0, 19, 4
EasyNote: 1, 0, 0, 20, 4
EasyNote: 1, 0, 0, 21, 4
EasyNote: 1, 0, 0, 22, 4
EasyNote: 1, 0, 0, 23, 4
EasyNote: 1, 0, 0, 24, 4
EasyNote: 1, 0, 0, 25, 4

// Sax
EasyNote: 2, 2, 0, 2, 0
EasyNote: 2, 2, 0, 2, 10
EasyNote: 2, 2, 0, 2, 12
EasyNote: 2, 2, 0, 2, 14

EasyNote: 2, 2, 0, 3, 0
EasyNote: 2, 2, 0, 3, 2
EasyNote: 2, 2, 0, 3, 6
EasyNote: 2, 2, 0, 3, 10
EasyNote: 2, 2, 0, 3, 12

EasyNote: 2, 2, 0, 4, 0

EasyNote: 2, 2, 0, 6, 0
EasyNote: 2, 2, 0, 6, 10
EasyNote: 2, 2, 0, 6, 12
EasyNote: 2, 2, 0, 6, 14

EasyNote: 2, 2, 0, 6, 0
EasyNote: 2, 2, 0, 6, 4
EasyNote: 2, 2, 0, 6, 6
EasyNote: 2, 2, 0, 6, 10
EasyNote: 2, 2, 0, 6, 12

EasyNote: 2, 2, 0, 9, 0
EasyNote: 2, 2, 0, 9, 10
EasyNote: 2, 2, 0, 9, 12
EasyNote: 2, 2, 0, 9, 14

EasyNote: 2, 2, 0, 10, 0
EasyNote: 2, 2, 0, 10, 2
EasyNote: 2, 2, 0, 10, 6
EasyNote: 2, 2, 0, 10, 10

EasyNote: 2, 2, 0, 11, 0
EasyNote: 2, 2, 0, 11, 2
EasyNote: 2, 2, 0, 11, 6
EasyNote: 2, 2, 0, 11, 10
EasyNote: 2, 2, 0, 11, 12

EasyNote: 2, 2, 0, 12, 0

// TBD Advanced Notes
EasyHigh: 0
AdvHigh: 0
